# Chunk-averaged data for fix profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass v_disp v_vx v_vy v_vz v_s22 v_s11 v_s33 v_vo
100 50 17279.8
  14 0.27 408.6 2.63958 -3.40526 0.0266001 -0.140988 -0.0966288 232.147 186.335 155.674 7.5117
  15 0.29 421.6 2.72847 -3.57303 0.0337991 -0.104128 0.0603377 214.502 178.861 148.204 7.48447
  16 0.31 408.8 2.67582 -3.73489 0.0204666 -0.105189 0.0575517 229.905 208.256 162.044 7.51488
  17 0.33 412 2.69848 -3.89287 0.0343892 -0.0992191 0.0101318 223.136 182.783 133.559 7.54662
  18 0.35 412.6 2.70148 -4.05479 -0.0787741 -0.138406 0.0943781 218.367 185.666 129.656 7.49547
  19 0.37 402.8 2.64406 -4.21223 0.0341637 -0.0796858 -0.000483671 229.462 192.212 161.152 7.56935
  20 0.39 396 2.55481 -4.36246 -0.0986693 -0.0741928 0.0356452 234.285 176.358 139.056 7.61764
  21 0.41 415.4 2.70244 -4.51738 -0.0384964 -0.103184 -0.0560128 211.353 169.118 107.36 7.59568
  22 0.43 404 2.65392 -4.6707 0.0608101 -0.0113598 0.0210824 221.834 209.578 199.639 7.60351
  23 0.45 419 2.73634 -4.83423 0.00749808 -0.0342728 0.0173972 220.328 208.737 149.533 7.60406
  24 0.47 402 2.65188 -4.98757 -0.0379291 -0.127998 -0.0467899 217.846 181.654 135.839 7.57257
  25 0.49 410.4 2.70392 -5.14283 0.0948465 -0.199433 -0.0648842 233.1 183.859 140.588 7.65216
  26 0.51 407.4 2.64417 -5.29554 0.0322784 -0.107995 -0.0337895 208.246 183.445 129.113 7.60455
  27 0.53 400.2 2.58014 -5.45139 0.00421356 -0.212207 0.0129802 198.695 178.141 110.857 7.6239
  28 0.55 397.8 2.60049 -5.60022 -0.00838486 -0.273384 -0.00319299 245.53 234.117 152.39 7.66766
  29 0.57 401 2.67323 -5.74347 0.0272469 -0.236935 -0.0218067 195.994 180.222 131.046 7.68514
  30 0.59 406.6 2.6473 -5.88826 0.0579759 -0.350481 -0.05017 216.042 183.66 145.332 7.78722
  31 0.61 397.4 2.5471 -6.03293 0.0136892 -0.252131 -0.00643063 204.578 171.428 125.682 7.71137
  32 0.63 406.6 2.63185 -6.17892 0.035577 -0.352929 -0.0214317 195.526 176.269 129.896 7.79675
  33 0.65 364 2.41589 -6.29696 0.0238839 -0.844366 0.069472 213.811 150.815 59.3976 8.56704
  34 0.67 319 2.07636 -6.3549 0.0985738 -1.57583 0.0211422 39.9997 60.3614 43.4646 9.49021
  35 0.69 313.4 2.04373 -6.37726 -0.0501641 -2.00895 0.0413647 -10.9015 8.70653 11.1982 9.96524
  36 0.71 317.6 2.06263 -6.38969 0.00770647 -2.051 0.0117185 38.0308 -15.3426 9.04093 10.0376
  37 0.73 277.6 1.77723 -6.40104 0.0358075 -2.12345 -0.0104074 -17.2035 22.4252 13.3567 10.0384
  38 0.75 330.6 2.23586 -6.39796 0.00887275 -2.03413 -0.049808 -15.0566 -13.7737 7.80864 10.254
  39 0.77 291.8 1.893 -6.4073 0.01741 -2.12464 -0.0504241 1.33644 32.6154 2.99918 9.80737
  40 0.79 320.8 2.07036 -6.41482 -0.029464 -2.12865 0.0687607 60.9694 7.57847 38.0954 10.0328
  41 0.81 306 2.00703 -6.42053 -0.050221 -2.04936 -0.0233453 -14.3739 2.9784 17.9237 10.1174
  42 0.83 290 1.89155 -6.41861 0.0290964 -2.0159 0.0122038 -48.6627 -12.5018 -26.3219 10.3311
  43 0.85 321 2.07005 -6.41161 -0.00741728 -2.07293 0.0452748 -9.3053 -23.1469 -21.7753 10.1664
  44 0.87 279 1.82333 -6.40477 -0.0586189 -2.02411 0.0335901 -14.1799 10.254 -20.4633 10.612
  45 0.89 271.8 1.74534 -6.34487 0.0154201 -2.10825 -0.00955308 -4.3995 2.71293 5.50782 12.2263
  46 0.91 115.6 0.783793 -5.63064 0.0554782 -1.94502 -0.0149962 44.2784 -41.7511 -8.34738 49.2223
  47 0.93 13.8 0.102361 -2.1065 0.133916 -1.65267 0.741929 -59.51 -226.37 -196.36 361.592
  48 0.95 0 0 0 0 0 0 0 0 0 0
  49 0.97 0 0 0 0 0 0 0 0 0 0
  50 0.99 5 0.0407689 -0.880218 0.57114 -1.4984 -0.151389 -102.407 -128.426 -275.843 948.935
31200 50 17280
  1 0.01 471.4 3.04363 -1.66159 0.0675796 -0.0159102 -0.0251369 161.504 195.623 177.956 6.43134
  2 0.03 417.4 2.74889 -1.50385 0.0631524 0.0370977 -0.098667 220.772 195.14 185.449 7.69076
  3 0.05 404.2 2.63742 -1.65027 -0.0863659 -0.0501017 -0.00833016 228.443 211.34 197.839 7.56751
  4 0.07 410 2.69447 -1.79536 -0.00739402 -0.112566 0.0279865 231.816 220.008 173.178 7.51335
  5 0.09 411.6 2.7084 -1.95859 0.0238563 -0.0514674 -0.0764901 234.236 210.554 193.6 7.49186
  6 0.11 423.4 2.77339 -2.12127 -0.0847503 -0.0627057 0.0181335 195.482 203.817 161.019 7.4292
  7 0.13 413.8 2.68621 -2.28707 -0.0851136 -0.099218 -0.043459 201.666 175.076 136.452 7.51303
  8 0.15 402.6 2.61682 -2.45157 -0.0463225 0.0332152 -0.0525824 207.442 194.497 140.116 7.53689
  9 0.17 408.8 2.66871 -2.60551 -0.0402353 -0.0840301 -0.0433197 230.848 206.266 148.688 7.47833
  10 0.19 414.4 2.7169 -2.76692 -0.054964 -0.0552517 0.026781 216.274 186.93 158.068 7.58821
  11 0.21 397.2 2.61094 -2.92476 0.000432682 -0.105709 0.031432 223.185 190.527 137.981 7.51046
  12 0.23 421 2.7516 -3.08431 0.0869479 -0.0880379 0.127352 210.476 178.231 150.551 7.50998
  13 0.25 414.4 2.70048 -3.24524 0.0154851 -0.14437 0.0858997 226.04 200.342 160.664 7.54269
  14 0.27 406 2.6205 -3.40529 0.0297809 -0.0449789 -0.0746811 234.4 194.407 149.77 7.50931
  15 0.29 423 2.74316 -3.57193 0.092764 -0.13086 -0.00570726 213.292 187.614 153.841 7.49351
  16 0.31 410 2.70561 -3.735 0.0274071 -0.134477 -0.00215679 225.914 208.202 158.644 7.51174
  17 0.33 410.2 2.67086 -3.8922 0.0688606 -0.0807033 -0.0351543 243.218 196.374 149.387 7.54245
  18 0.35 411.8 2.70166 -4.05385 0.0303183 -0.133076 0.0251202 221.339 165.392 121.606 7.51153
  19 0.37 402 2.63552 -4.21077 -0.0393874 -0.120167 -0.0420711 185.536 138.77 111.868 7.55597
  20 0.39 399 2.58248 -4.36224 -0.0167341 -0.107635 -0.0450434 209.59 183.449 147.691 7.62423
  21 0.41 416.2 2.70745 -4.51723 -0.0470105 -0.111827 -0.0161033 211.243 176.885 126.163 7.61277
  22 0.43 401.2 2.63807 -4.67058 -0.0195495 -0.147771 0.0119495 205.497 176.344 164.404 7.60562
  23 0.45 416.4 2.7182 -4.83226 -0.0939486 -0.00335041 0.0229963 221.709 202.994 163.565 7.58765
  24 0.47 400.4 2.6446 -4.98516 -0.0324748 -0.0594334 0.0199003 219.912 191.1 127.326 7.58604
  25 0.49 415.2 2.73761 -5.14212 0.0412215 -0.205263 -0.0939753 200.504 159.836 119.226 7.6426
  26 0.51 409.4 2.65849 -5.29561 -0.115875 -0.202826 -0.00820007 201.185 183.203 146.242 7.59109
  27 0.53 396.6 2.55265 -5.45259 -0.00709788 -0.265994 -0.0330348 194.435 169.005 105.879 7.61752
  28 0.55 398.8 2.62969 -5.59917 -0.0311748 -0.180156 -0.0368374 267.401 219.927 153.555 7.66739
  29 0.57 399.8 2.64227 -5.74375 0.091186 -0.18887 0.049326 196.741 195.015 150.989 7.66805
  30 0.59 408.8 2.66173 -5.88997 0.0321114 -0.211517 -0.046356 224.659 197.528 160.619 7.76872
  31 0.61 397 2.55382 -6.03371 -0.0902992 -0.228498 0.00939878 189.583 137.721 97.9931 7.73286
  32 0.63 409.8 2.65701 -6.1812 0.047983 -0.379462 -0.0335622 196.98 173.979 116.524 7.75976
  33 0.65 366.8 2.44284 -6.30509 -0.055885 -0.761499 -0.00853383 198.681 136.194 60.1523 8.42296
  34 0.67 320.8 2.08108 -6.36995 0.0169995 -1.50733 0.0755141 42.5405 46.2365 37.4963 9.33701
  35 0.69 319.4 2.09179 -6.39806 -0.0947811 -2.02157 -0.0157265 -13.2556 20.2764 28.0566 9.91316
  36 0.71 313.8 2.0393 -6.41055 0.0298912 -2.04914 0.0337031 32.058 -21.3787 3.93787 10.0402
  37 0.73 279.4 1.78699 -6.42176 -0.00169616 -2.11658 -0.0228582 -5.22239 20.7275 0.136617 10.105
  38 0.75 332.4 2.24528 -6.41866 -0.0654968 -2.04884 0.00242151 -1.75095 -11.7327 4.46089 10.2821
  39 0.77 289.4 1.88459 -6.4289 0.025099 -2.11479 -0.0813729 -29.6172 -1.78598 -8.54571 9.73211
  40 0.79 324.2 2.09676 -6.43563 0.0140005 -2.05138 0.0440939 42.1743 7.15446 28.5221 10.0621
  41 0.81 299.8 1.96434 -6.44154 -0.0200422 -2.10567 -0.0401547 -29.0621 4.16996 -6.01616 10.0784
  42 0.83 295.4 1.91922 -6.43838 -0.038385 -2.06797 0.0217783 -28.8076 16.0231 -6.47714 10.3893
  43 0.85 318 2.04909 -6.43245 -0.0319958 -2.07552 0.0133635 23.7354 15.228 -10.9266 10.1565
  44 0.87 275.8 1.80693 -6.42524 -0.0766314 -2.07 -0.0373716 -30.3564 13.3494 -27.5714 10.6084
  45 0.89 272.2 1.7522 -6.36635 -0.0326049 -2.19515 -0.0704764 -19.7147 -8.59797 -12.1117 12.2644
  46 0.91 112.8 0.768521 -5.594 0.0859654 -2.14187 -0.130847 21.3116 -21.5197 -16.7706 50.2919
  47 0.93 13 0.0971684 -2.14117 0.0356908 -1.5328 0.782772 -229.239 -218.694 -184.402 384.285
  48 0.95 0 0 0 0 0 0 0 0 0 0
  49 0.97 0 0 0 0 0 0 0 0 0 0
  50 0.99 5 0.040796 -0.883937 0.59005 -1.48157 -0.188739 -42.3484 45.1872 125.323 952.448
31300 50 17280
  1 0.01 472.8 3.05524 -1.66124 0.092582 0.0364994 -0.0403849 132.603 141.128 153.53 6.44195
  2 0.03 413.4 2.72883 -1.50223 -0.0280037 0.122057 -0.0546405 191.025 166.196 146.797 7.68276
  3 0.05 406.6 2.66018 -1.65143 0.0420394 -0.00270207 0.00562837 176.175 143.801 163.641 7.56637
  4 0.07 407 2.6657 -1.79454 -0.0785316 0.0514174 0.0165832 153.712 133.66 98.7 7.52768
  5 0.09 414.2 2.73261 -1.9571 0.0441533 -0.0317014 -0.00886902 238.004 208.451 172.236 7.47917
  6 0.11 423.6 2.76015 -2.12207 -0.0748484 0.0389005 -0.0038636 185.436 190.23 169.511 7.42265
  7 0.13 410.6 2.67847 -2.2872 -0.0669768 -0.0243072 0.0139227 200.577 190.72 145.79 7.51627
  8 0.15 401.8 2.6111 -2.45029 -0.0315246 -0.023681 -0.0587556 201.573 197.633 140.832 7.53605
  9 0.17 415.2 2.71029 -2.60489 0.0144594 0.0270357 -0.00846919 200.973 178.725 107.768 7.48324
  10 0.19 407.2 2.68673 -2.76649 -0.0961924 -0.131743 -0.0327832 215.437 186.227 141.936 7.57751
  11 0.21 402.4 2.62393 -2.92513 -0.0688381 -0.0396474 0.0428904 192.99 168.63 103.528 7.50891
  12 0.23 417.8 2.74412 -3.08418 0.111243 -0.0388927 0.0209367 235.585 192.833 151.384 7.5068
  13 0.25 414.8 2.69858 -3.24509 0.0156684 -0.012639 0.0806467 217.165 185.567 138.875 7.54179
  14 0.27 408.4 2.63982 -3.40572 0.011093 -0.166892 -0.0195027 197.617 175.905 148.988 7.51542
  15 0.29 420.6 2.72601 -3.5729 -0.0266337 -0.093029 0.0369898 231.209 197.389 166.62 7.48024
  16 0.31 414.2 2.71628 -3.73475 0.0419906 -0.0587482 0.0170209 239.736 191.719 165.578 7.51831
  17 0.33 405.8 2.66237 -3.8936 0.00213138 -0.0999448 0.0555633 247.183 194.061 147.813 7.53905
  18 0.35 409.8 2.69921 -4.05336 -0.0224909 -0.149911 0.0902351 215.191 189.043 131.619 7.49887
  19 0.37 400.8 2.62411 -4.20963 0.0278903 -0.11088 -0.0155653 202.077 168.173 110.626 7.58207
  20 0.39 401.2 2.5965 -4.36082 -0.0332129 -0.0525614 -0.059844 189.678 151.3 105.624 7.62383
  21 0.41 417.2 2.71876 -4.51726 -0.0538226 -0.0469972 0.0726549 202.302 189.839 158.666 7.61521
  22 0.43 399 2.62248 -4.67006 -0.0158139 -0.0324194 0.0198086 251.352 202.263 180.921 7.60901
  23 0.45 412.6 2.72852 -4.82968 0.0445322 -0.0733113 0.0228234 213.474 180.127 141.653 7.57982
  24 0.47 406.6 2.67629 -4.98345 -0.0924326 -0.112655 -0.0622325 241.745 214.075 158.697 7.58028
  25 0.49 415.2 2.72058 -5.14333 0.0462365 -0.111581 -0.0662441 220.352 182.835 162.931 7.63222
  26 0.51 408.2 2.64495 -5.29582 -0.00978426 -0.129118 0.0046174 216.359 193.53 158.135 7.5912
  27 0.53 396 2.56279 -5.45361 0.077761 -0.218804 0.0625344 201.853 164.259 109.535 7.61835
  28 0.55 402 2.6444 -5.59978 0.0330256 -0.237458 -0.0191303 243.179 218.788 146.124 7.65948
  29 0.57 397.4 2.63119 -5.74373 0.0753657 -0.222392 0.0280078 215.024 200.165 141.788 7.66616
  30 0.59 408 2.65206 -5.89098 -0.00963606 -0.227288 -0.0284226 211.369 184.697 155.65 7.756
  31 0.61 400.6 2.57837 -6.03582 0.0844291 -0.244245 -0.0307223 177.466 148.55 112.35 7.72966
  32 0.63 408.8 2.66001 -6.18471 0.00220859 -0.362816 -0.0192364 200.594 172.702 115.585 7.72881
  33 0.65 370.2 2.45217 -6.3126 0.0509552 -0.633559 0.00772489 193.926 129.72 74.1279 8.31681
  34 0.67 321.8 2.09751 -6.38327 0.112484 -1.32498 0.0451904 66.7606 67.2622 39.3112 9.18569
  35 0.69 325.6 2.14496 -6.41773 -0.0649851 -1.98142 -0.0114016 -20.8606 12.2685 6.30857 9.88674
  36 0.71 312 2.02134 -6.43148 -0.0391312 -2.01624 -0.0287693 20.0341 1.28261 6.34051 9.94416
  37 0.73 283.6 1.82011 -6.44343 0.0745741 -2.1286 0.0386669 -7.56433 0.245293 -9.42601 10.1802
  38 0.75 327 2.18618 -6.4392 -0.0154911 -2.0609 -0.100942 -20.149 -31.9411 -10.6929 10.2999
  39 0.77 291.8 1.91927 -6.44949 0.0614249 -2.0806 -0.0107479 -19.6029 22.1311 -1.62739 9.77188
  40 0.79 324.6 2.09345 -6.45693 -0.0316177 -2.13037 0.00968038 25.7795 -14.6838 8.20192 9.99615
  41 0.81 295.6 1.93407 -6.46264 -0.0634102 -2.05228 0.0114339 -31.7788 3.71072 5.49123 10.0995
  42 0.83 300.4 1.96554 -6.45877 0.0965018 -2.01851 0.0140737 -13.8706 26.0948 16.7243 10.3441
  43 0.85 314.6 2.0339 -6.4525 -0.0677057 -2.06338 0.116945 44.2776 -7.79296 5.45948 10.1948
  44 0.87 275.4 1.80407 -6.44691 0.0484066 -2.06809 -0.0613689 -25.5854 30.5825 3.4175 10.6966
  45 0.89 272.8 1.74923 -6.38746 0.0532078 -2.1559 0.030377 -40.5494 -36.1242 -40.2216 12.2767
  46 0.91 106.8 0.729412 -5.56575 0.108269 -2.01952 0.103905 23.4822 -53.1847 -42.8025 51.9289
  47 0.93 13 0.0972233 -2.14822 -0.115992 -1.60828 0.702191 -307.939 -346.504 -379.092 390.736
  48 0.95 0 0 0 0 0 0 0 0 0 0
  49 0.97 0 0 0 0 0 0 0 0 0 0
  50 0.99 5 0.040819 -0.888569 0.552347 -1.46831 -0.182137 107.217 21.8632 -13.4709 958.963
31400 50 17280
  1 0.01 474 3.06201 -1.66195 0.0510374 -0.0741559 0.010778 159.977 173.707 162.935 6.44546
  2 0.03 408 2.69658 -1.50068 0.0110424 -0.074365 -0.0855758 202.95 179.729 176.692 7.68269
  3 0.05 409 2.68679 -1.65002 0.0221474 0.0871038 -0.0116174 216.066 162.532 144.642 7.57959
  4 0.07 408.6 2.66997 -1.79432 0.0299332 -0.10841 0.06607 212.174 191.107 148.893 7.48584
  5 0.09 414.4 2.73175 -1.95791 -0.015401 -0.0494967 0.0419985 188.911 174.204 154.777 7.50673
  6 0.11 421.8 2.75286 -2.1215 -0.0862116 -0.0236694 0.0236369 236.228 211.812 154.807 7.41418
  7 0.13 408.4 2.65362 -2.28682 -0.0128073 -0.0122804 -0.004563 207.492 225.032 178.181 7.51582
  8 0.15 405 2.64543 -2.44834 0.0508888 -0.0924957 -0.0829373 224.829 193.496 148.237 7.54103
  9 0.17 414 2.70856 -2.60532 -0.0492141 -0.0470915 -0.0223606 218.758 178.298 143.874 7.46612
  10 0.19 406.2 2.67349 -2.76683 0.023174 -0.0394607 0.0583574 211.092 162.018 149.158 7.58189
  11 0.21 401.6 2.63665 -2.92397 0.0498734 -0.091914 0.0809076 223.279 177.424 132.887 7.52004
  12 0.23 420.2 2.74994 -3.08393 0.0984248 -0.0396913 0.0110171 233.399 206.9 150.119 7.50689
  13 0.25 413.2 2.68674 -3.24538 -0.027168 -0.1408 0.0598653 188.623 149.926 135.9 7.52359
  14 0.27 410 2.65567 -3.40587 0.0862642 -0.0443416 -0.0648776 190.432 182.242 149.043 7.52451
  15 0.29 419.6 2.72053 -3.57327 -0.0498036 -0.167379 0.0337007 227.817 193.365 134.877 7.47802
  16 0.31 413 2.72423 -3.73482 0.0398049 -0.136355 0.0550859 233.56 197.186 155.869 7.51058
  17 0.33 403.8 2.63513 -3.89335 -0.030776 -0.166142 0.0595982 257.017 205.352 160.099 7.56105
  18 0.35 410 2.69447 -4.0514 0.00345396 -0.0857538 0.0433722 223.488 206.534 122.513 7.49679
  19 0.37 400.4 2.62447 -4.20743 -0.0133547 0.0131575 -0.0503949 213.298 169.181 152.084 7.59067
  20 0.39 403.8 2.62716 -4.35948 -0.0200171 -0.0748857 -0.0275841 228.857 183.608 141.524 7.59516
  21 0.41 413.2 2.69392 -4.51531 -0.0211669 -0.108424 -0.0642742 211.652 206.022 165.054 7.64532
  22 0.43 402.8 2.63393 -4.66973 0.00633642 -0.0520007 -0.0286621 228.193 169.912 138.969 7.62755
  23 0.45 413.8 2.75518 -4.82857 -0.0544567 -0.0256508 -0.0517459 215.231 183.967 150.302 7.5396
  24 0.47 404.2 2.66884 -4.98357 -0.0230189 -0.069986 -0.125556 246.589 192.38 158.276 7.57371
  25 0.49 414.6 2.7022 -5.1431 0.0481812 -0.161289 -0.0838111 225.225 220.338 175.985 7.62478
  26 0.51 411.4 2.66706 -5.29663 -0.11596 -0.257756 0.000410714 225.183 194.17 154.357 7.57168
  27 0.53 394.8 2.56901 -5.45421 0.043331 -0.160619 0.0054078 204.408 172.897 128.944 7.62986
  28 0.55 400.8 2.64177 -5.60076 -0.0178366 -0.228184 -0.0461599 208.733 166.613 133.716 7.67483
  29 0.57 396 2.61835 -5.74343 -0.0150051 -0.246722 0.0452483 216.232 183.715 139.337 7.63398
  30 0.59 410.4 2.65955 -5.89189 0.0738599 -0.166514 0.00334354 226.222 194.335 139.963 7.75705
  31 0.61 399 2.5686 -6.03737 -0.0482344 -0.256843 -0.0110815 179.863 162.894 94.1967 7.73391
  32 0.63 408 2.66674 -6.1868 -0.0124374 -0.325431 -0.0882907 203.995 165.962 129.926 7.70464
  33 0.65 374.8 2.48297 -6.3157 0.0614574 -0.454677 0.0728239 191.491 127.981 83.291 8.20233
  34 0.67 327.8 2.13334 -6.39674 0.0414814 -1.28453 0.0678271 79.0345 76.2432 21.5192 9.01594
  35 0.69 334.4 2.20836 -6.43784 -0.0627609 -1.97683 -0.00762672 14.0499 36.4493 16.4723 9.80229
  36 0.71 302.4 1.95993 -6.45243 0.0129471 -2.06728 -0.0164515 -3.72989 -8.18674 -8.94327 9.96276
  37 0.73 289.4 1.86512 -6.46417 0.026432 -2.07423 0.00967441 -2.44921 -0.993081 20.9752 10.1917
  38 0.75 323.4 2.15617 -6.45915 -0.0326422 -2.02412 -0.0873558 -5.35415 1.26639 8.84866 10.3089
  39 0.77 294.6 1.93187 -6.47133 0.00704331 -2.05756 -0.0382994 -18.1108 29.1053 -0.42484 9.82985
  40 0.79 321.2 2.08154 -6.4775 -0.0498348 -2.03185 0.0158678 3.47513 -18.5382 -15.9107 9.97324
  41 0.81 294.2 1.92207 -6.4832 -0.0219619 -2.09522 -0.0444113 -18.0819 -10.1066 -15.2997 10.0918
  42 0.83 307.2 2.01516 -6.47844 0.028215 -2.03631 0.0231167 -7.35957 30.3042 25.2667 10.3116
  43 0.85 309 1.99863 -6.47319 -0.0373507 -2.1377 0.0438356 17.9061 -18.4674 -2.84213 10.2161
  44 0.87 274.8 1.79833 -6.46812 -0.0416852 -2.02384 -0.0623079 22.3329 36.4872 31.559 10.7267
  45 0.89 274.8 1.76667 -6.40588 -0.0889782 -2.08782 -0.113823 -8.6498 2.60217 2.40854 12.5828
  46 0.91 100 0.681714 -5.52893 0.226921 -1.81617 0.133973 32.8033 -40.8719 7.73338 53.7054
  47 0.93 13 0.0972846 -2.15463 0.12012 -2.03639 0.461949 -285.605 -345.246 -275.904 394.157
  48 0.95 0 0 0 0 0 0 0 0 0 0
  49 0.97 0 0 0 0 0 0 0 0 0 0
  50 0.99 5 0.0408448 -0.891454 0.568643 -1.49644 -0.204269 -157.826 0.197806 146.096 963.607
31500 50 17280
  1 0.01 472.8 3.06009 -1.66458 0.00101306 -0.13662 -0.0135871 132.483 145.14 148.144 6.43905
  2 0.03 408.6 2.69889 -1.50233 0.0204054 -0.0829956 -0.00833535 196.523 205.971 186.181 7.68537
  3 0.05 405.6 2.67564 -1.64805 -0.043253 -0.0381459 0.0209989 211.897 159.421 136.838 7.57184
  4 0.07 413.4 2.69809 -1.79427 -0.109772 -0.0544364 -0.0766094 199.347 181.473 119.66 7.49507
  5 0.09 409.8 2.71222 -1.95624 -0.0185483 -0.0275634 -0.0444996 203.454 168.54 171.008 7.49657
  6 0.11 424 2.75888 -2.12153 -0.0782003 -0.00199859 0.0065182 207.595 194.542 128.331 7.41946
  7 0.13 408 2.65932 -2.28743 -0.0980363 -0.0428885 0.0571327 243.48 226.945 199.293 7.50824
  8 0.15 401.4 2.60434 -2.44767 -0.0614298 -0.0449354 0.00118111 237.675 186.754 143.363 7.55148
  9 0.17 414.8 2.74346 -2.60319 -0.0367027 -0.0707157 0.0106591 218.02 204.272 155.749 7.46683
  10 0.19 407.8 2.68029 -2.7666 -0.0466714 -0.0945944 0.0171971 230.106 233.387 179.738 7.56414
  11 0.21 403.6 2.6416 -2.92375 -0.0616853 -0.123791 0.0304993 225.214 179.497 148.004 7.53071
  12 0.23 418.2 2.73884 -3.08356 0.0686592 -0.0954297 0.05031 228.528 204.504 176.246 7.5057
  13 0.25 416.6 2.71303 -3.24599 0.082518 -0.0334999 0.0794461 173.106 154.689 116.046 7.52313
  14 0.27 408 2.64149 -3.40658 -0.0368295 -0.147822 -0.068117 198.219 169.02 138.179 7.52086
  15 0.29 418.6 2.71543 -3.57405 0.0695307 -0.163888 -0.0459167 212.243 187.954 143.717 7.46534
  16 0.31 409.2 2.69857 -3.73466 0.011828 -0.0767706 -0.0148006 237.924 177.285 146.638 7.52162
  17 0.33 401.6 2.62662 -3.89065 0.049248 -0.0644908 0.0695642 219.946 188.979 149.143 7.55925
  18 0.35 412.4 2.70893 -4.04928 -0.0332937 -0.129572 0.0196823 246.127 233.017 149.2 7.51787
  19 0.37 400.4 2.63177 -4.20464 -0.0474458 -0.0404117 -0.0775753 219.829 175.985 158.433 7.58311
  20 0.39 407.2 2.64921 -4.35886 0.0213172 -0.0859203 -0.0014605 219.56 168.117 138.666 7.58088
  21 0.41 409.2 2.68082 -4.51436 -0.0356325 -0.120821 -0.00936981 225.344 219.432 165.588 7.6209
  22 0.43 402.6 2.64682 -4.66881 -0.0565674 -0.0996507 0.0292155 225.471 176.968 139.65 7.66019
  23 0.45 409.4 2.72817 -4.82439 0.0356336 -0.0308977 0.0384618 201.415 176.989 137.756 7.52034
  24 0.47 409.2 2.68683 -4.98141 -0.043795 -0.0912433 -0.0602622 243.496 194.438 159.786 7.60287
  25 0.49 412.8 2.68204 -5.14204 0.00412434 -0.150165 -0.0322058 224.039 206.212 151.845 7.5953
  26 0.51 411.6 2.67332 -5.295 -0.0184303 -0.107031 -0.04198 220.983 184.642 132.333 7.60156
  27 0.53 394.8 2.57508 -5.45223 0.0973738 -0.251463 -0.00186684 199.048 205.385 143.822 7.60313
  28 0.55 398 2.64683 -5.59888 -0.0217203 -0.272381 -0.0589505 195.169 147.741 106.413 7.65747
  29 0.57 401 2.6262 -5.74342 0.0101729 -0.224452 0.00211693 208.702 158.793 137.348 7.63745
  30 0.59 406.4 2.62911 -5.89112 0.0451261 -0.163012 0.001442 232.286 189.927 132.837 7.74232
  31 0.61 406.4 2.62922 -6.03804 0.0302046 -0.302696 0.00485834 215.108 171.355 110.974 7.72893
  32 0.63 401.6 2.64404 -6.18829 -0.00411562 -0.36287 -0.0300697 219.08 178.289 147.299 7.70851
  33 0.65 379.4 2.50254 -6.31862 0.0227933 -0.459722 0.00491337 201.001 159.865 96.7859 8.09519
  34 0.67 335.2 2.18296 -6.40798 0.0909833 -1.0962 0.0511872 92.8305 88.3106 23.6324 8.86091
  35 0.69 339.2 2.24674 -6.45668 -0.0769215 -1.84351 -0.0285116 11.2968 25.2279 18.7814 9.72735
  36 0.71 297.8 1.93043 -6.47363 0.0166113 -2.02358 0.00577367 9.76005 28.2212 6.45753 9.93105
  37 0.73 293.6 1.90139 -6.48506 0.0586615 -2.11915 -0.0288106 -0.736982 -19.6075 0.901389 10.2321
  38 0.75 322.4 2.13771 -6.47947 -0.0686804 -2.06362 -0.00660591 -21.0393 10.8338 10.3126 10.2777
  39 0.77 293 1.92913 -6.49235 0.0204654 -2.10148 -0.0736456 -22.7163 25.8769 -0.468646 9.872
  40 0.79 323.6 2.08229 -6.49833 -0.0436375 -2.13255 0.014986 12.7449 -22.1714 -7.89476 9.96418
  41 0.81 289.8 1.90793 -6.50433 -0.0363118 -2.08741 -0.0106653 -6.93948 15.9549 8.266 10.044
  42 0.83 309.4 2.02144 -6.49972 -0.0126228 -2.07911 0.0499351 2.8598 34.1711 26.7801 10.3408
  43 0.85 306.4 1.99584 -6.49329 -0.0696656 -2.01612 0.0344078 20.9427 -23.6791 -2.16586 10.2123
  44 0.87 274.8 1.80313 -6.4883 -0.0272621 -2.01079 -0.0241219 2.71403 10.6965 -2.85134 10.6965
  45 0.89 276.2 1.76832 -6.42405 -0.0447441 -2.19511 -0.0445124 -17.6519 18.9411 -10.8081 12.7576
  46 0.91 96.2 0.659994 -5.51744 0.255215 -1.84857 0.00942122 -28.6378 -10.5891 -40.8666 55.1864
  47 0.93 13 0.0973639 -2.15967 -0.148371 -2.10202 0.222158 -171.444 -237.07 -330.017 395.724
  48 0.95 0 0 0 0 0 0 0 0 0 0
  49 0.97 0 0 0 0 0 0 0 0 0 0
  50 0.99 5 0.0408781 -0.89194 0.561513 -1.50894 -0.122406 -68.4705 -27.2691 -121.63 966.258
31600 50 17280
  1 0.01 470.4 3.04059 -1.6662 0.0379626 0.0706276 -0.168055 187.22 154.444 171.071 6.4211
  2 0.03 410.6 2.72126 -1.50307 0.0402616 0.0453298 -0.0103874 227.845 213.041 200.98 7.69864
  3 0.05 406 2.67088 -1.64879 -0.00496963 -0.0465556 -0.0154418 230.7 209.787 169.146 7.5764
  4 0.07 414 2.70389 -1.79381 0.0379233 0.028543 -0.0752262 243.529 229.155 157.172 7.47319
